"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"TACC1" 1.13654335158497e-06 1.13102282366182 0.312 0.071 0.0155865555236363 "7" "TACC1"
"NUP210" 1.18026041564426e-06 1.06913132302298 0.312 0.07 0.0161860913401453 "7" "NUP210"
"HMGN31" 1.27567841504025e-06 0.924158836425957 0.688 0.233 0.0174946537838619 "7" "HMGN3"
"DHX29" 1.3025802517654e-06 1.17466404490447 0.281 0.059 0.0178635855727107 "7" "DHX29"
"VAMP3" 1.36609760433395e-06 1.09866544978939 0.312 0.07 0.0187346625458358 "7" "VAMP3"
"CPPED12" 1.3824765744425e-06 1.36167913772136 0.375 0.1 0.0189592837419045 "7" "CPPED1"
"RAB31" 1.42131633293463e-06 1.38441819817974 0.25 0.05 0.0194919321898655 "7" "RAB31"
"C1orf1623" 1.4425903867553e-06 1.71480852974776 0.781 0.384 0.0197836845639622 "7" "C1orf162"
"POLD2" 1.482205008775e-06 0.877239091616789 0.281 0.059 0.0203269594903404 "7" "POLD2"
"CEBPD3" 1.50668441752335e-06 0.942404301795756 0.625 0.22 0.0206626701019153 "7" "CEBPD"
"ODF3B2" 1.51385193298369e-06 0.680427008640866 0.438 0.118 0.0207609654089383 "7" "ODF3B"
"TMSB102" 1.55678838666525e-06 0.478131189885609 1 0.993 0.0213497959347272 "7" "TMSB10"
"EIF62" 1.62322222727591e-06 1.0000822380189 0.656 0.22 0.0222608696248618 "7" "EIF6"
"RNF5" 1.65019609227221e-06 0.867707698582252 0.5 0.143 0.022630789209421 "7" "RNF5"
"ABI32" 1.70790837050882e-06 1.02560120834186 0.531 0.173 0.023422255393158 "7" "ABI3"
"BRE" 1.72148997154496e-06 0.739337717698152 0.312 0.07 0.0236085134697676 "7" "BRE"
"GAPT" 1.74637040471118e-06 1.21804843149815 0.281 0.061 0.0239497237302091 "7" "GAPT"
"DAPP1" 1.80630259663294e-06 0.905542669552007 0.281 0.06 0.0247716338102242 "7" "DAPP1"
"ARL4C3" 1.88322614608628e-06 1.33033795069471 0.562 0.194 0.0258265633674272 "7" "ARL4C"
"CNDP2" 1.90494462591918e-06 2.87502768012911 0.375 0.097 0.0261244105998557 "7" "CNDP2"
"HNRNPD" 1.93225948964132e-06 1.00532260604679 0.406 0.106 0.0264990066409411 "7" "HNRNPD"
"PLIN3" 1.98395149055948e-06 0.78572433149172 0.281 0.06 0.0272079107415327 "7" "PLIN3"
"NDUFV1" 2.04259199942568e-06 0.944737737123634 0.469 0.133 0.0280121066801238 "7" "NDUFV1"
"PRELID12" 2.0479496155135e-06 0.905577191263432 0.906 0.465 0.0280855810271521 "7" "PRELID1"
"YIF1A" 2.10402786979894e-06 1.05498597937867 0.375 0.095 0.0288546382064226 "7" "YIF1A"
"MPC2" 2.13534653126193e-06 0.509012296407957 0.531 0.155 0.0292841423297262 "7" "MPC2"
"RAB4B" 2.13673450105462e-06 0.894862277318948 0.312 0.072 0.0293031769474631 "7" "RAB4B"
"NDUFA8" 2.15852405865974e-06 0.779686363414696 0.5 0.143 0.0296019989404597 "7" "NDUFA8"
"MYL63" 2.16746914335017e-06 0.552078635894392 1 0.851 0.0297246718319043 "7" "MYL6"
"IFI44" 2.20232477300209e-06 0.756997629531221 0.406 0.107 0.0302026819369507 "7" "IFI44"
"LILRB21" 2.29964030196306e-06 1.01733302575805 0.375 0.097 0.0315372671011214 "7" "LILRB2"
"ACYP2" 2.39412926387249e-06 1.58800192700794 0.281 0.063 0.0328330887247473 "7" "ACYP2"
"RAB11A" 2.45922413612259e-06 0.77399851082837 0.438 0.119 0.0337257998027852 "7" "RAB11A"
"MRPL41" 2.46769774748098e-06 1.06061325739592 0.5 0.153 0.0338420069089541 "7" "MRPL41"
"IKBIP" 2.47807642910688e-06 1.64646382331476 0.25 0.053 0.0339843401487718 "7" "IKBIP"
"FAM133B" 2.61623783438181e-06 0.892577365426675 0.344 0.083 0.0358790856607122 "7" "FAM133B"
"ETFA1" 2.61704927566723e-06 0.677639731324013 0.469 0.129 0.0358902137665004 "7" "ETFA"
"ATP6V1E1" 2.64051533723876e-06 1.03848768587425 0.531 0.167 0.0362120273348924 "7" "ATP6V1E1"
"BLVRB1" 2.75795539287038e-06 0.986328836117108 0.5 0.158 0.0378226002578244 "7" "BLVRB"
"LAMTOR22" 2.78823138319053e-06 0.908378714656143 0.625 0.219 0.038237805189075 "7" "LAMTOR2"
"SNRPD11" 3.13177588152739e-06 0.937874029127918 0.656 0.209 0.0429491744392666 "7" "SNRPD1"
"CCT4" 3.21203700312967e-06 0.542130649112985 0.656 0.203 0.0440498754609202 "7" "CCT4"
"SMARCB1" 3.26061390687505e-06 0.871707892088367 0.438 0.124 0.0447160591188844 "7" "SMARCB1"
"GUSB" 3.42301095006646e-06 0.660169613148284 0.344 0.086 0.0469431721692114 "7" "GUSB"
"ARHGEF401" 3.4311672274105e-06 1.46481066398864 0.25 0.053 0.0470550273567076 "7" "ARHGEF40"
"PHPT12" 3.43762516637194e-06 0.57078204880065 0.531 0.16 0.0471435915316248 "7" "PHPT1"
"COMMD4" 3.44403780005532e-06 0.844712011526967 0.281 0.062 0.0472315343899586 "7" "COMMD4"
"ATP5B2" 3.7991919364598e-06 0.947143080014989 0.844 0.401 0.0521021182166097 "7" "ATP5B"
"ETNK1" 3.81341344591558e-06 1.03969749280826 0.25 0.052 0.0522971519972863 "7" "ETNK1"
"SNRPG" 3.8361613520315e-06 0.762124973238913 0.469 0.135 0.0526091167817599 "7" "SNRPG"
"DCTN6" 3.87719533923023e-06 1.1936982073247 0.312 0.075 0.0531718568822034 "7" "DCTN6"
"DDIT42" 3.8949596764228e-06 0.677968666338615 0.656 0.217 0.0534154770024622 "7" "DDIT4"
"CTSB2" 4.03370022194612e-06 0.313844487910444 0.625 0.195 0.0553181648437691 "7" "CTSB"
"PRKCD" 4.05607676940252e-06 0.951032489658283 0.25 0.052 0.0556250368155861 "7" "PRKCD"
"PTPN181" 4.18727710252798e-06 1.01037682809679 0.469 0.138 0.0574243181840688 "7" "PTPN18"
"FAM26F3" 4.27739601257269e-06 0.842947853110696 0.625 0.224 0.0586602089164219 "7" "FAM26F"
"TMED101" 4.28031605144137e-06 1.00382236151279 0.562 0.186 0.058700254329467 "7" "TMED10"
"CMTM3" 4.38268414969796e-06 0.917634255028413 0.5 0.153 0.0601041304289578 "7" "CMTM3"
"CAPNS12" 4.41241065428618e-06 1.91250127256099 0.438 0.126 0.0605117997128807 "7" "CAPNS1"
"PAFAH1B1" 4.70481147485427e-06 0.816768797468702 0.281 0.063 0.0645217845661515 "7" "PAFAH1B1"
"NANS1" 4.74427123713857e-06 0.88355361432013 0.406 0.112 0.0650629357461184 "7" "NANS"
"CBR11" 5.13242804704157e-06 1.18251223262057 0.406 0.116 0.070386118237128 "7" "CBR1"
"RPS111" 5.13899203515777e-06 0.506625886817813 1 0.949 0.0704761367701537 "7" "RPS11"
"YWHAH2" 5.17795560549544e-06 0.70874745706787 0.594 0.193 0.0710104831737644 "7" "YWHAH"
"EFHD23" 5.66862566391609e-06 0.751792691693816 0.562 0.189 0.0777395323549452 "7" "EFHD2"
"NAMPT1" 5.74351760114353e-06 1.07032485456165 0.344 0.089 0.0787666003820824 "7" "NAMPT"
"SEC13" 5.77009085673603e-06 0.936301523700676 0.375 0.1 0.0791310260092779 "7" "SEC13"
"PFKL1" 5.92135540892152e-06 1.10437864515643 0.375 0.103 0.0812054680779497 "7" "PFKL"
"MRPS25" 5.92727368986248e-06 1.33793734771377 0.281 0.065 0.0812866313827741 "7" "MRPS25"
"RNASET21" 6.00789708902984e-06 0.874884697540615 0.938 0.494 0.0823923006789552 "7" "RNASET2"
"THEMIS22" 6.03905264743683e-06 0.854392267632585 0.406 0.113 0.0828195680069487 "7" "THEMIS2"
"CSF3R1" 6.05225480456185e-06 0.605411493758562 0.406 0.112 0.0830006223897612 "7" "CSF3R"
"ADRM12" 6.07082319870089e-06 0.528141702983048 0.562 0.172 0.083255269346984 "7" "ADRM1"
"PPA12" 6.15035704130456e-06 1.02635718085863 0.719 0.311 0.0843459964644507 "7" "PPA1"
"IFITM32" 6.16398442077783e-06 1.09154396363726 0.594 0.221 0.0845328823465472 "7" "IFITM3"
"RAB11FIP1" 6.2594569372001e-06 1.10014264108095 0.281 0.065 0.0858421924367621 "7" "RAB11FIP1"
"AMPD2" 6.42545132301675e-06 1.46265743934219 0.25 0.054 0.0881186394438517 "7" "AMPD2"
"OSTC1" 6.52863319571561e-06 0.706264950731642 0.562 0.183 0.0895336756460438 "7" "OSTC"
"OXA1L1" 7.15539912716839e-06 0.810970875932553 0.594 0.199 0.0981291436299873 "7" "OXA1L"
"APPL1" 7.35129275712367e-06 1.39684018548496 0.25 0.055 0.100815628871194 "7" "APPL1"
"MRPS22" 7.37653333631622e-06 1.05642476201875 0.281 0.065 0.101161778174241 "7" "MRPS22"
"DNM2" 7.40704968019169e-06 1.31565309428921 0.281 0.066 0.101580279314149 "7" "DNM2"
"CYBA3" 7.49790738602478e-06 0.644484339947652 1 0.845 0.102826301891944 "7" "CYBA"
"COMMD91" 7.68578479296806e-06 0.992085945689662 0.406 0.118 0.105402852650764 "7" "COMMD9"
"PLEKHF21" 7.99136390872275e-06 0.414443700764057 0.344 0.087 0.109593564644224 "7" "PLEKHF2"
"SBNO1" 8.08254121552101e-06 1.21815385549866 0.25 0.055 0.110843970229655 "7" "SBNO1"
"RBM17" 8.36365252204878e-06 0.787200401005993 0.5 0.155 0.114699130687377 "7" "RBM17"
"CLIC14" 8.39212725208784e-06 0.651426532545044 1 0.641 0.115089633135133 "7" "CLIC1"
"SMIM12" 8.49871258007651e-06 0.79392682378955 0.406 0.114 0.116551344323169 "7" "SMIM12"
"MRPL9" 8.55006531596915e-06 0.500381359791741 0.469 0.136 0.117255595743201 "7" "MRPL9"
"IFNAR1" 8.66441401801577e-06 1.08266214802416 0.281 0.066 0.118823773843068 "7" "IFNAR1"
"FGL22" 8.68288276284264e-06 0.897795459612596 0.406 0.123 0.119077054209624 "7" "FGL2"
"SLC25A62" 8.83644625658935e-06 0.757637573773313 1 0.831 0.121183023962866 "7" "SLC25A6"
"FKBP5" 9.01135610943652e-06 0.627610884718201 0.312 0.078 0.123581737684812 "7" "FKBP5"
"NCKAP1L1" 9.03457411973722e-06 0.770141499222402 0.375 0.104 0.123900149478076 "7" "NCKAP1L"
"ATP6AP1" 9.33007358027968e-06 1.31390832294736 0.312 0.081 0.127952629079956 "7" "ATP6AP1"
"PAIP1" 9.56597996807306e-06 1.11612382320754 0.281 0.066 0.131187849282154 "7" "PAIP1"
"HDAC3" 9.6777937763797e-06 1.17443872450135 0.312 0.079 0.132721263849271 "7" "HDAC3"
"HMGA1" 9.69724227887019e-06 1.08245152755934 0.406 0.119 0.132987980612426 "7" "HMGA1"
"SNRNP27" 1.00621159842576e-05 1.14556788463552 0.25 0.056 0.137991858608109 "7" "SNRNP27"
"ATF3" 1.01551248478681e-05 1.5268752488646 0.25 0.057 0.139267382163664 "7" "ATF3"
"DCXR" 1.0493095472819e-05 0.836659574726586 0.531 0.173 0.143902311314239 "7" "DCXR"
"SYNGR21" 1.06594438885089e-05 0.920952901503874 0.438 0.132 0.146183613487011 "7" "SYNGR2"
"MPEG12" 1.06622257714321e-05 0.885540399528639 0.375 0.106 0.14622176422942 "7" "MPEG1"
"TMEM2191" 1.08171258083002e-05 0.44572664920876 0.75 0.27 0.148346063335029 "7" "TMEM219"
"MOB1A1" 1.10022203457111e-05 0.881117447894996 0.562 0.192 0.150884449821082 "7" "MOB1A"
"FAM173A" 1.10216065130015e-05 0.536822439611506 0.375 0.101 0.151150311719302 "7" "FAM173A"
"TMEM109" 1.11313814666233e-05 1.07473436916922 0.406 0.121 0.152655765433272 "7" "TMEM109"
"DR1" 1.12636370810509e-05 0.865247451128238 0.406 0.116 0.154469518929532 "7" "DR1"
"ICT1" 1.12786961759893e-05 1.15785950676595 0.281 0.068 0.154676039357518 "7" "ICT1"
"C19orf102" 1.17006694477755e-05 0.897944144878995 0.594 0.214 0.160462980806794 "7" "C19orf10"
"SNAP291" 1.20548956047534e-05 1.30264938907985 0.312 0.082 0.165320838323588 "7" "SNAP29"
"EIF3L" 1.2098572705814e-05 0.967727236855288 0.969 0.543 0.165919826087533 "7" "EIF3L"
"VPS291" 1.2444106028777e-05 0.806066231254154 0.562 0.193 0.170658470078648 "7" "VPS29"
"JOSD2" 1.24988277109554e-05 0.959934972514702 0.344 0.092 0.171408923228042 "7" "JOSD2"
"SNX51" 1.27371908569647e-05 0.513682039755359 0.375 0.103 0.174677835412414 "7" "SNX5"
"CLNS1A" 1.33533621493543e-05 0.716238244394926 0.594 0.211 0.183128008516244 "7" "CLNS1A"
"PDCD7" 1.38591123906718e-05 0.986245592923225 0.312 0.08 0.190063867325674 "7" "PDCD7"
"HAUS4" 1.4465468825114e-05 0.975440611985769 0.281 0.068 0.198379439467613 "7" "HAUS4"
"AURKAIP11" 1.48642766977746e-05 0.883281154103611 0.719 0.283 0.203848690633281 "7" "AURKAIP1"
"ELMO1" 1.49254230123593e-05 0.91953638796183 0.281 0.068 0.204687251191496 "7" "ELMO1"
"BAG11" 1.51317776981041e-05 0.84350924315497 0.531 0.173 0.207517199351799 "7" "BAG1"
"S100A112" 1.54957414490985e-05 0.431125322789449 1 0.521 0.212508598232937 "7" "S100A11"
"IRF71" 1.59345176972465e-05 1.98234486077055 0.469 0.161 0.218525975700038 "7" "IRF7"
"MCRS1" 1.60116916952063e-05 1.0728670798946 0.312 0.081 0.219584339908059 "7" "MCRS1"
"VPS72" 1.64970361203491e-05 0.770738020859987 0.281 0.068 0.226240353354468 "7" "VPS72"
"IGFBP71" 1.71185378954609e-05 0.513172343992598 0.312 0.084 0.234763628698351 "7" "IGFBP7"
"GNG52" 1.7234115366072e-05 1.25962619817141 0.688 0.289 0.236348658130311 "7" "GNG5"
"CFL13" 1.79179364602053e-05 0.546860466011718 1 0.915 0.245726580615256 "7" "CFL1"
"RNF1812" 1.8315103549283e-05 0.537536443914037 0.625 0.213 0.251173330074867 "7" "RNF181"
"GTF3C6" 1.86269056737303e-05 0.750724525281672 0.469 0.145 0.255449384409537 "7" "GTF3C6"
"SEC61B1" 1.89041170566865e-05 0.923454209177694 0.781 0.314 0.259251061315398 "7" "SEC61B"
"POLR2A" 1.92599933080936e-05 1.15538820631469 0.281 0.07 0.264131548227196 "7" "POLR2A"
"SAMD9L" 1.93359037609854e-05 0.766728592590476 0.344 0.095 0.265172584178154 "7" "SAMD9L"
"ATP5C11" 1.94175810946342e-05 1.49559806990081 0.75 0.305 0.266292707131814 "7" "ATP5C1"
"EAF21" 1.96279246535418e-05 0.263341710365118 0.344 0.092 0.269177358698672 "7" "EAF2"
"TM9SF2" 2.04021560180965e-05 0.939378272870619 0.281 0.069 0.279795167632175 "7" "TM9SF2"
"INPP5D" 2.04767001025604e-05 1.16680684558555 0.312 0.083 0.280817465206514 "7" "INPP5D"
"MTCH1" 2.08366658747703e-05 1.00550679228868 0.438 0.139 0.285754035806599 "7" "MTCH1"
"NDUFAB1" 2.09840428305171e-05 1.00596631800207 0.562 0.2 0.287775163377711 "7" "NDUFAB1"
"SAT21" 2.10033526947443e-05 0.294247943128657 0.531 0.167 0.288039978855723 "7" "SAT2"
"ESD" 2.15250951096336e-05 0.927982096815521 0.344 0.095 0.295195154333515 "7" "ESD"
"ZSWIM7" 2.23447743736686e-05 0.634338741489771 0.344 0.092 0.306436235760491 "7" "ZSWIM7"
"AOAH2" 2.23523182675055e-05 0.907374388947984 0.406 0.123 0.306539692720571 "7" "AOAH"
"GNB22" 2.25893395062408e-05 0.756014204474456 0.688 0.262 0.309790201988586 "7" "GNB2"
"PITHD1" 2.26698129488338e-05 0.516287101462882 0.438 0.132 0.310893814780307 "7" "PITHD1"
"ARHGAP27" 2.41107643232971e-05 1.11306560400579 0.25 0.058 0.330655021929696 "7" "ARHGAP27"
"EIF2B1" 2.52805130708109e-05 0.8480576548124 0.312 0.084 0.346696956253101 "7" "EIF2B1"
"MIIP" 2.52848588117792e-05 1.04238341023751 0.25 0.058 0.34675655374474 "7" "MIIP"
"PLD3" 2.56025825280176e-05 0.954108289255386 0.312 0.084 0.351113816789234 "7" "PLD3"
"RPL26L1" 2.5745877758282e-05 0.680002076068727 0.312 0.082 0.353078967577079 "7" "RPL26L1"
"URM1" 2.68911443609368e-05 0.895992963187187 0.406 0.124 0.368785153765887 "7" "URM1"
"MTHFD2" 2.74018238682038e-05 1.43658397780436 0.281 0.073 0.375788612528546 "7" "MTHFD2"
"SKAP2" 2.89680933441281e-05 1.10600409677639 0.25 0.06 0.397268432121372 "7" "SKAP2"
"GDI21" 2.91959415348653e-05 1.85188238736799 0.656 0.3 0.400393142209142 "7" "GDI2"
"MRPL232" 2.94966505927138e-05 0.583393499476914 0.75 0.284 0.404517066228477 "7" "MRPL23"
"BABAM1" 3.00138881720215e-05 0.442765144292225 0.406 0.12 0.411610462391102 "7" "BABAM1"
"MRPL15" 3.19237397476797e-05 1.12269227381922 0.281 0.073 0.437802166899679 "7" "MRPL15"
"NDUFS62" 3.1961589239388e-05 0.815215034049237 0.625 0.226 0.438321234828967 "7" "NDUFS6"
"MCMBP" 3.25502900652968e-05 1.13628846819578 0.25 0.06 0.446394677955481 "7" "MCMBP"
"CAPN22" 3.29568551371313e-05 0.539796353763936 0.625 0.217 0.451970311350618 "7" "CAPN2"
"NUPL2" 3.33494379334636e-05 0.574596255321349 0.25 0.059 0.457354191819519 "7" "NUPL2"
"SNX33" 3.61991294551782e-05 0.757478534664326 0.938 0.461 0.496434861348314 "7" "SNX3"
"ATXN2L" 3.65118262206199e-05 0.787025055139431 0.281 0.071 0.500723184789581 "7" "ATXN2L"
"PRCP" 3.69256348966756e-05 1.10758934381656 0.281 0.073 0.506398156973009 "7" "PRCP"
"SSR32" 3.71202544128448e-05 0.55232146566015 0.531 0.177 0.509067169017754 "7" "SSR3"
"COMMD3" 3.71249418695107e-05 2.45250228397606 0.406 0.124 0.50913145279847 "7" "COMMD3"
"IFI44L" 3.75581683530562e-05 0.568868187144716 0.688 0.262 0.515072720793813 "7" "IFI44L"
"CALM22" 3.79285121633739e-05 0.748923402841491 0.906 0.536 0.520151615808509 "7" "CALM2"
"PHB" 3.83852760056297e-05 0.726983987635946 0.594 0.21 0.526415675141206 "7" "PHB"
"VAMP81" 3.84032103376034e-05 0.666092013760171 0.938 0.503 0.526661626569893 "7" "VAMP8"
"LRRC252" 3.94870932008878e-05 0.897714098486503 0.344 0.1 0.541525996156975 "7" "LRRC25"
"PTRHD1" 3.99652176389053e-05 0.851794951750304 0.406 0.127 0.548082994699947 "7" "PTRHD1"
"SDHD1" 4.01474519371959e-05 0.960305952935546 0.531 0.191 0.550582155866704 "7" "SDHD"
"RPS6KA1" 4.10354841677605e-05 0.887539113872537 0.312 0.085 0.562760629876668 "7" "RPS6KA1"
"ID23" 4.15672221111971e-05 0.905029504377995 0.781 0.383 0.570052884032957 "7" "ID2"
"UQCR102" 4.21585646870865e-05 0.505213664353489 0.875 0.343 0.578162556118704 "7" "UQCR10"
"RBPJ" 4.23254668972882e-05 0.567259865069916 0.312 0.084 0.580451453029411 "7" "RBPJ"
"FAM192A" 4.43384549290467e-05 0.885157893806677 0.312 0.086 0.608057570896946 "7" "FAM192A"
"NDUFS41" 4.47333557436767e-05 1.12256310932192 0.406 0.13 0.613473240668783 "7" "NDUFS4"
"MED6" 4.5566996751117e-05 0.557846897794741 0.281 0.071 0.624905793444818 "7" "MED6"
"SPG212" 4.65214697230502e-05 0.327166854953155 0.531 0.172 0.63799543578191 "7" "SPG21"
"ATP5G1" 4.66375030570422e-05 0.849290337388195 0.562 0.203 0.639586716924277 "7" "ATP5G1"
"GRINA1" 4.68848120973448e-05 0.844451193562595 0.344 0.099 0.642978313102986 "7" "GRINA"
"FLYWCH2" 4.71044269099011e-05 1.11238575347998 0.281 0.074 0.645990110642384 "7" "FLYWCH2"
"C1QBP1" 4.72740285908972e-05 0.661403067559478 0.844 0.367 0.648316028095565 "7" "C1QBP"
"NDUFS82" 4.79612639639038e-05 0.495089576938503 0.656 0.234 0.657740774000976 "7" "NDUFS8"
"FAM49B2" 4.91059323228569e-05 0.750688605135314 0.688 0.298 0.67343875587566 "7" "FAM49B"
"ITGB71" 5.01300817712873e-05 0.521175133783349 0.438 0.137 0.687483941411434 "7" "ITGB7"
"BST23" 5.31336821422852e-05 0.667162362663624 0.906 0.444 0.728675316899299 "7" "BST2"
"EIF4A3" 5.32939227307534e-05 1.09836271466064 0.375 0.117 0.730872856329553 "7" "EIF4A3"
"PFDN21" 5.35599594680664e-05 1.15803444526948 0.531 0.191 0.734521284145063 "7" "PFDN2"
"SH3BGRL34" 5.58224413749494e-05 0.481802744941185 1 0.857 0.765548961016056 "7" "SH3BGRL3"
"TPRKB" 6.03236356415879e-05 0.948684663605942 0.25 0.062 0.827278339188736 "7" "TPRKB"
"TMEM242" 6.09412608647918e-05 0.34995131445252 0.281 0.073 0.835748451499755 "7" "TMEM242"
"TPGS1" 6.15526947906605e-05 0.94181234969891 0.375 0.118 0.844133656359118 "7" "TPGS1"
"TPMT" 6.18881784503925e-05 1.0957440119572 0.25 0.063 0.848734479268682 "7" "TPMT"
"TMEM208" 6.20641397316275e-05 0.39436947842652 0.406 0.124 0.85114761227954 "7" "TMEM208"
"SNW1" 6.32421797659997e-05 0.404354500789144 0.438 0.137 0.86730325331092 "7" "SNW1"
"PSMB5" 6.39857222107364e-05 0.948068104042876 0.344 0.102 0.877500194398039 "7" "PSMB5"
"ALKBH71" 6.43620770721742e-05 0.626075502249639 0.625 0.232 0.882661524967797 "7" "ALKBH7"
"NAA10" 6.45313634933013e-05 0.686582224903219 0.5 0.17 0.884983118947134 "7" "NAA10"
"HEXB" 6.64460689638785e-05 0.990707537980228 0.344 0.104 0.911241389770629 "7" "HEXB"
"PRPF40A" 6.75893215426672e-05 0.722145601156223 0.406 0.127 0.926919955636138 "7" "PRPF40A"
"MIR24-21" 6.76188584990455e-05 1.270206603671 0.344 0.108 0.92732502545591 "7" "MIR24-2"
"SNRPE" 6.83444282560945e-05 0.718976900278644 0.469 0.153 0.937275489104081 "7" "SNRPE"
"C19orf382" 6.85078576217076e-05 0.670234523594723 0.344 0.101 0.939516759424098 "7" "C19orf38"
"TMX1" 6.93793664077226e-05 0.770038903038028 0.344 0.101 0.951468630915508 "7" "TMX1"
"SRA11" 6.95608832209681e-05 0.582970086484834 0.344 0.102 0.953957952492357 "7" "SRA1"
"VKORC1" 7.06676712917093e-05 0.305829289265432 0.406 0.125 0.969136444094501 "7" "VKORC1"
"ZNHIT12" 7.10476281949826e-05 0.715256636983029 0.688 0.27 0.974347173065992 "7" "ZNHIT1"
"PSMG4" 7.18943967587859e-05 0.942103683059449 0.25 0.063 0.98595975714999 "7" "PSMG4"
"H2AFJ" 7.19181560356021e-05 0.827379372295907 0.438 0.149 0.986285591872248 "7" "H2AFJ"
"AKR7A2" 7.22591639041209e-05 0.774673394052886 0.406 0.13 0.990962173781114 "7" "AKR7A2"
"SFT2D11" 7.25662819009752e-05 0.702255827476244 0.438 0.144 0.995173989989974 "7" "SFT2D1"
"TMEM14C" 7.2847621976882e-05 0.808171781734582 0.438 0.15 0.99903228779096 "7" "TMEM14C"
"ADPGK" 7.32376234669179e-05 0.932719305246206 0.344 0.103 1 "7" "ADPGK"
"ACAT1" 7.6258833528355e-05 0.970457947980259 0.25 0.063 1 "7" "ACAT1"
"ACADM" 7.67030430041577e-05 0.603390192339927 0.281 0.075 1 "7" "ACADM"
"COX5B2" 7.67489598497893e-05 0.536835781016451 0.938 0.498 1 "7" "COX5B"
"MX11" 7.72391581757421e-05 0.763750753580035 0.562 0.214 1 "7" "MX1"
"CYTH41" 7.82783962341808e-05 0.633764697294876 0.406 0.128 1 "7" "CYTH4"
"LAGE3" 7.92318414654691e-05 0.544031554387052 0.375 0.112 1 "7" "LAGE3"
"COPE3" 7.92996457583473e-05 0.71872384697915 0.906 0.432 1 "7" "COPE"
"LGALS32" 7.95871150856005e-05 0.382187289687488 0.625 0.242 1 "7" "LGALS3"
"C7orf501" 7.96583381466929e-05 0.627412413579559 0.469 0.158 1 "7" "C7orf50"
"PFN14" 7.9671771062875e-05 0.376308221347078 1 0.945 1 "7" "PFN1"
"RHOG2" 8.03768869941353e-05 0.712722546080989 0.781 0.386 1 "7" "RHOG"
"UBE2A1" 8.04175596679461e-05 1.06719250324095 0.375 0.12 1 "7" "UBE2A"
"GSTO12" 8.06654017437805e-05 0.482122587210812 0.719 0.287 1 "7" "GSTO1"
"CHCHD51" 8.09834885262246e-05 0.633431074074289 0.438 0.144 1 "7" "CHCHD5"
"ARRDC11" 8.10273122971659e-05 0.792219855878417 0.344 0.102 1 "7" "ARRDC1"
"HHEX" 8.24952554554805e-05 0.642489618443364 0.281 0.075 1 "7" "HHEX"
"ARPC33" 8.36380394241182e-05 0.783441703606657 0.969 0.815 1 "7" "ARPC3"
"C19orf701" 8.4112128449994e-05 0.658495554948384 0.594 0.219 1 "7" "C19orf70"
"NRD1" 8.58319109639551e-05 0.861028045971313 0.281 0.076 1 "7" "NRD1"
"RNPEP1" 8.59250213153263e-05 0.912784479477586 0.312 0.09 1 "7" "RNPEP"
"GTF2A2" 8.87729492307394e-05 0.557872667969967 0.5 0.17 1 "7" "GTF2A2"
"CNPPD1" 8.89428036057277e-05 0.713207710405734 0.281 0.075 1 "7" "CNPPD1"
"PSMA41" 8.98946107863141e-05 0.385018015444236 0.438 0.139 1 "7" "PSMA4"
"SUPT4H12" 9.10427059355116e-05 0.35919936127386 0.75 0.283 1 "7" "SUPT4H1"
"LARP7" 9.15658951611261e-05 0.97917156987962 0.312 0.091 1 "7" "LARP7"
"TOR2A" 9.27048920167705e-05 0.946914169032986 0.25 0.064 1 "7" "TOR2A"
"MRPL14" 9.28731213272483e-05 2.20093517843226 0.438 0.152 1 "7" "MRPL14"
"NDUFS31" 9.32425626661071e-05 0.686993068320705 0.469 0.162 1 "7" "NDUFS3"
"ATP5G32" 9.69822241444019e-05 0.702467433728319 0.906 0.426 1 "7" "ATP5G3"
"ATIC" 9.76137636735043e-05 0.936094329911719 0.312 0.089 1 "7" "ATIC"
"PPIA2" 9.81770584701923e-05 0.527441515400468 0.969 0.74 1 "7" "PPIA"
"VAMP7" 9.97631690669405e-05 0.728464532707399 0.25 0.064 1 "7" "VAMP7"
"IVNS1ABP" 0.000101791040648382 0.848306901844177 0.25 0.064 1 "7" "IVNS1ABP"
"TRIAP1" 0.000104487191009562 0.628368933170842 0.281 0.076 1 "7" "TRIAP1"
"CHPT1" 0.000104804505941315 0.635331147634095 0.375 0.116 1 "7" "CHPT1"
"CHMP4B2" 0.000109438017622484 0.701022579584135 0.5 0.173 1 "7" "CHMP4B"
"DECR12" 0.000112739370980575 0.754075435702631 0.5 0.183 1 "7" "DECR1"
"UFM1" 0.000112998098859394 0.745743935585258 0.312 0.089 1 "7" "UFM1"
"LAT21" 0.000116359164034869 0.398773728475806 0.312 0.09 1 "7" "LAT2"
"PABPC11" 0.000119592168603095 0.504810034075917 1 0.859 1 "7" "PABPC1"
"NUDT22" 0.000122354242762404 0.712164740016456 0.312 0.09 1 "7" "NUDT22"
"CHCHD3" 0.000122780543069197 0.79861403577729 0.281 0.078 1 "7" "CHCHD3"
"ZNF131" 0.000125846361062544 0.893891285758784 0.25 0.065 1 "7" "ZNF131"
"KIAA1143" 0.000127891045478528 1.16885179896102 0.25 0.066 1 "7" "KIAA1143"
"MTCH2" 0.000129717445059551 0.749491307612274 0.281 0.079 1 "7" "MTCH2"
"ZFP362" 0.000129835227756076 0.461056979704965 1 0.702 1 "7" "ZFP36"
